,Gender,Married,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Loan_Status,Applicant_log,CoapplicantIncome_log,LoanAmount_log,new_income,loan,EMI,Dependents_1,Dependents_2,Dependents_3,Property_Area_Semiurban,Property_Area_Urban
174,1,1,1,1,4344.0,736.0,87.0,360.0,1.0,0,8.376781037699493,6.602587892189336,4.477336814478207,0,0,0.24166666666666667,0,0,0,1,0
175,1,1,0,0,3497.0,1964.0,116.0,360.0,1.0,1,8.159946655578548,7.583247524303362,4.762173934797756,0,0,0.32222222222222224,0,0,0,0,0
176,1,1,0,0,2045.0,1619.0,101.0,360.0,1.0,1,7.6236419465115715,7.3901814282264295,4.624972813284271,0,0,0.28055555555555556,0,1,0,0,0
177,1,1,0,0,5516.0,2297.25,164.75,360.0,1.0,0,8.61558951327243,9.332646496360152,6.206575926724928,0,0,1.375,0,0,1,1,0
178,1,1,0,0,3750.0,0.0,116.0,360.0,1.0,1,8.229777750081887,0.0,4.762173934797756,0,0,0.32222222222222224,1,0,0,1,0
179,1,0,1,0,2333.0,1451.0,102.0,480.0,1.0,0,7.755338812846501,7.280697195384741,4.634728988229636,0,0,0.2125,0,0,0,0,1
180,1,1,0,0,6400.0,2297.25,180.0,360.0,1.0,0,8.764209507142004,8.888894669371593,5.198497031265826,0,0,0.5,1,0,0,0,1
181,1,0,0,0,1916.0,5063.0,67.0,360.0,1.0,0,7.558516743045645,8.529911963824013,4.219507705176107,0,0,0.18611111111111112,0,0,0,0,0
182,1,1,0,0,4600.0,0.0,73.0,180.0,1.0,1,8.434028950155469,0.0,4.304065093204169,0,0,0.40555555555555556,0,0,0,1,0
183,1,1,0,0,33846.0,0.0,260.0,360.0,1.0,0,10.429605648120413,0.0,5.564520407322694,0,0,0.7222222222222222,1,0,0,1,0
184,0,1,0,0,3625.0,0.0,108.0,360.0,1.0,1,8.195885391314796,0.0,4.6913478822291435,0,0,0.3,0,0,0,1,0
185,1,1,0,1,39147.0,4750.0,120.0,360.0,1.0,1,10.57510461454571,8.46611040118692,4.795790545596741,0,0,0.3333333333333333,0,0,0,1,0
186,1,1,0,1,2178.0,0.0,66.0,300.0,1.0,0,7.68662133494462,0.0,4.204692619390966,0,0,0.22,1,0,0,0,0
187,1,1,0,0,2383.0,2138.0,58.0,360.0,1.0,1,7.776535028185241,7.668093709082406,4.07753744390572,0,0,0.16111111111111112,0,0,0,0,0
188,1,1,0,1,674.0,5296.0,168.0,360.0,1.0,1,6.51471269087253,8.574895901544526,5.1298987149230735,0,0,0.4666666666666667,0,0,0,0,0
189,1,1,0,0,9328.0,0.0,188.0,180.0,1.0,1,9.140883106960962,0.0,5.241747015059643,0,0,1.0444444444444445,0,0,0,0,0
190,1,0,1,0,4885.0,0.0,48.0,360.0,1.0,1,8.494129251817686,0.0,3.8918202981106265,0,0,0.13333333333333333,0,0,0,0,0
191,1,0,0,0,12000.0,0.0,164.0,360.0,1.0,0,9.392745258631441,0.0,5.10594547390058,0,0,0.45555555555555555,0,0,0,1,0
192,1,1,1,0,6033.0,0.0,160.0,360.0,1.0,0,8.705165419719007,0.0,5.081404364984463,0,0,0.4444444444444444,0,0,0,0,1
193,1,0,0,0,3858.0,0.0,76.0,360.0,1.0,1,8.258163361537619,0.0,4.343805421853684,0,0,0.2111111111111111,0,0,0,1,0
194,1,0,0,0,4191.0,0.0,120.0,360.0,1.0,1,8.340933226000878,0.0,4.795790545596741,0,0,0.3333333333333333,0,0,0,0,0
195,1,1,0,0,3125.0,2583.0,170.0,360.0,1.0,0,8.047509510981422,7.857093864902493,5.14166355650266,0,0,0.4722222222222222,1,0,0,1,0
196,1,0,0,0,8333.0,3750.0,187.0,360.0,1.0,1,9.0280988119824,8.229777750081887,5.236441962829949,0,0,0.5194444444444445,0,0,0,0,0
197,0,0,1,0,1907.0,2365.0,120.0,342.0,1.0,1,7.553810852008231,7.768956044538332,4.795790545596741,0,0,0.3508771929824561,0,0,0,0,1
198,0,1,0,0,3416.0,2816.0,113.0,360.0,1.0,1,8.136518252115291,7.943427767876373,4.736198448394496,0,0,0.3138888888888889,0,0,0,1,0
199,1,0,0,1,11000.0,0.0,83.0,360.0,1.0,0,9.305741456739435,0.0,4.430816798843313,0,0,0.23055555555555557,0,0,0,0,1
200,1,1,1,0,2600.0,2500.0,90.0,360.0,1.0,1,7.8636512654486515,7.824445930877619,4.51085950651685,0,0,0.25,1,0,0,1,0
201,1,0,0,0,4923.0,0.0,166.0,360.0,1.0,1,8.501876487304344,0.0,5.117993812416755,0,0,0.46111111111111114,0,1,0,1,0
202,1,1,1,0,3992.0,0.0,146.41216216216216,180.0,1.0,0,8.292298107063221,0.0,4.9932324876279095,0,0,0.8134009009009009,0,0,1,0,1
203,1,1,1,0,3500.0,1083.0,135.0,360.0,1.0,1,8.160803920954665,6.988413181999592,4.912654885736052,0,0,0.375,1,0,0,0,1
204,1,1,1,0,3917.0,0.0,124.0,360.0,1.0,1,8.273336598504486,0.0,4.8283137373023015,0,0,0.34444444444444444,0,1,0,1,0
205,0,0,1,0,4408.0,0.0,120.0,360.0,1.0,1,8.391403185357937,0.0,4.795790545596741,0,0,0.3333333333333333,0,0,0,1,0
206,0,0,0,0,3244.0,0.0,80.0,360.0,1.0,1,8.08487062913819,0.0,4.394449154672439,0,0,0.2222222222222222,0,0,0,0,1
207,1,0,1,0,3975.0,2531.0,55.0,360.0,1.0,1,8.288031567776464,7.836764783264067,4.02535169073515,0,0,0.1527777777777778,0,0,0,0,0
208,1,0,0,0,2479.0,0.0,59.0,360.0,1.0,1,7.8160138391590275,0.0,4.0943445622221,0,0,0.1638888888888889,0,0,0,0,1
209,1,0,0,0,3418.0,0.0,127.0,360.0,1.0,0,8.137103389639302,0.0,4.852030263919617,0,0,0.3527777777777778,0,0,0,1,0
210,0,0,0,0,10000.0,0.0,214.0,360.0,1.0,0,9.210440366976517,0.0,5.3706380281276624,0,0,0.5944444444444444,0,0,0,1,0
211,1,1,0,0,3430.0,1250.0,128.0,360.0,1.0,0,8.14060704285845,7.1316985104669115,4.859812404361672,0,0,0.35555555555555557,0,0,1,1,0
212,1,1,0,1,7787.0,0.0,240.0,360.0,1.0,1,8.960339366492091,0.0,5.484796933490655,0,0,0.6666666666666666,1,0,0,0,1
213,1,1,1,1,5703.0,0.0,130.0,360.0,1.0,1,8.648922962094131,0.0,4.875197323201151,0,0,0.3611111111111111,0,0,1,0,0
214,1,1,0,0,3173.0,3021.0,137.0,360.0,1.0,1,8.062747901086354,8.013674142832684,4.927253685157205,0,0,0.38055555555555554,0,0,0,0,1
215,1,1,1,0,3850.0,983.0,100.0,360.0,1.0,1,8.25608813381491,6.891625897052253,4.61512051684126,0,0,0.2777777777777778,0,0,1,1,0
216,1,1,0,0,150.0,1800.0,135.0,360.0,1.0,0,5.017279836814924,7.496097345175956,4.912654885736052,0,0,0.375,0,0,0,0,0
217,1,1,0,0,3727.0,1775.0,131.0,360.0,1.0,1,8.223627175805483,7.4821189235521155,4.882801922586371,0,0,0.3638888888888889,0,0,0,1,0
218,1,1,0,0,5000.0,0.0,72.0,360.0,1.0,0,8.517393171418904,0.0,4.290459441148391,0,0,0.2,0,1,0,1,0
219,0,1,0,0,4283.0,2383.0,127.0,360.0,1.0,1,8.36264243156764,7.776535028185241,4.852030263919617,0,0,0.3527777777777778,0,1,0,1,0
220,1,1,0,0,2221.0,0.0,60.0,360.0,1.0,0,7.706162970199575,0.0,4.110873864173311,0,0,0.16666666666666666,0,0,0,0,1
221,1,1,0,0,4009.0,1717.0,116.0,360.0,1.0,1,8.296546520300614,7.4489161025442,4.762173934797756,0,0,0.32222222222222224,0,1,0,1,0
222,1,0,0,0,2971.0,2791.0,144.0,360.0,1.0,1,7.99699040583765,7.934513463882263,4.976733742420574,0,0,0.4,0,0,0,1,0
223,1,1,0,0,7578.0,1010.0,175.0,342.0,1.0,1,8.93313654381203,6.918695219020472,5.170483995038151,0,0,0.5116959064327485,0,0,0,1,0
224,1,1,0,0,6250.0,0.0,128.0,360.0,1.0,1,8.740496729931813,0.0,4.859812404361672,0,0,0.35555555555555557,0,0,0,1,0
225,1,1,0,0,3250.0,0.0,170.0,360.0,1.0,0,8.086717920303906,0.0,5.14166355650266,0,0,0.4722222222222222,0,0,0,0,0
226,1,1,1,1,4735.0,0.0,138.0,360.0,1.0,0,8.462948176563842,0.0,4.9344739331306915,0,0,0.38333333333333336,0,0,0,0,1
227,1,1,0,0,6250.0,1695.0,210.0,360.0,1.0,1,8.740496729931813,7.4360278163518485,5.351858133476067,0,0,0.5833333333333334,0,1,0,1,0
228,1,1,0,0,4758.0,0.0,158.0,480.0,1.0,1,8.46779284112111,0.0,5.0689042022202315,0,0,0.32916666666666666,0,0,0,1,0
229,1,0,0,1,6400.0,0.0,200.0,360.0,1.0,1,8.764209507142004,0.0,5.303304908059076,0,0,0.5555555555555556,0,0,0,0,0
230,1,1,0,0,2491.0,2054.0,104.0,360.0,1.0,1,7.820840879907344,7.628031126930335,4.653960350157523,0,0,0.28888888888888886,1,0,0,1,0
231,1,1,0,0,3716.0,0.0,42.0,180.0,1.0,1,8.220672170297252,0.0,3.7612001156935624,0,0,0.23333333333333334,0,0,0,0,0
232,1,0,1,0,3189.0,2598.0,120.0,342.0,1.0,1,8.06777619577889,7.8628820346414905,4.795790545596741,0,0,0.3508771929824561,0,0,0,0,0
233,0,0,0,0,8333.0,0.0,164.75,360.0,1.0,1,9.0280988119824,0.0,5.638354669333745,0,0,0.7777777777777778,0,0,0,1,0
234,1,1,0,0,3155.0,1779.0,140.0,360.0,1.0,1,8.057060681965766,7.484368643286131,4.948759890378168,0,0,0.3888888888888889,1,0,0,1,0
235,1,1,0,0,5500.0,1260.0,170.0,360.0,1.0,1,8.612685172875459,7.139660335964919,5.14166355650266,0,0,0.4722222222222222,1,0,0,0,0
236,1,1,0,0,5746.0,0.0,255.0,360.0,1.0,0,8.656433258507741,0.0,5.545177444479562,0,0,0.7083333333333334,0,0,0,0,1
237,0,0,0,1,3463.0,0.0,122.0,360.0,1.0,1,8.150179269682326,0.0,4.812184355372417,0,0,0.3388888888888889,0,0,0,0,1
238,0,0,0,0,3812.0,0.0,112.0,360.0,1.0,1,8.246171559857563,0.0,4.727387818712341,0,0,0.3111111111111111,1,0,0,0,0
239,1,1,0,0,3315.0,0.0,96.0,360.0,1.0,1,8.106514516255185,0.0,4.574710978503383,0,0,0.26666666666666666,1,0,0,1,0
240,1,1,0,0,5819.0,5000.0,120.0,360.0,1.0,1,8.669055540725484,8.517393171418904,4.795790545596741,0,0,0.3333333333333333,0,1,0,0,0
241,1,1,1,0,2510.0,1983.0,140.0,180.0,1.0,0,7.828436359157585,7.592870287844818,4.948759890378168,0,0,0.7777777777777778,1,0,0,0,1
242,1,0,0,0,2965.0,5701.0,155.0,60.0,1.0,1,7.994969522697877,8.648572269472618,5.049856007249537,0,0,2.5833333333333335,0,0,0,0,1
243,1,1,0,1,6250.0,1300.0,108.0,360.0,1.0,1,8.740496729931813,7.170888478512505,4.6913478822291435,0,0,0.3,0,1,0,0,0
244,1,1,1,0,3406.0,4417.0,123.0,360.0,1.0,1,8.133587417660966,8.393442383980062,4.820281565605037,0,0,0.3416666666666667,0,0,0,1,0
245,1,0,0,1,6050.0,4333.0,120.0,180.0,1.0,0,8.707978826622321,8.374246182096304,4.795790545596741,0,0,0.6666666666666666,0,0,0,0,1
246,1,1,0,0,9703.0,0.0,112.0,360.0,1.0,1,9.180293450623886,0.0,4.727387818712341,0,0,0.3111111111111111,0,1,0,0,1
247,1,1,1,0,6608.0,0.0,137.0,180.0,1.0,1,8.796187635470453,0.0,4.927253685157205,0,0,0.7611111111111111,1,0,0,0,1
248,1,1,0,0,2882.0,1843.0,123.0,480.0,1.0,1,7.9665866976384025,7.519692404116539,4.820281565605037,0,0,0.25625,1,0,0,1,0
249,1,1,0,0,1809.0,1868.0,90.0,360.0,1.0,1,7.501082124259871,7.533158807455563,4.51085950651685,0,0,0.25,0,0,0,0,1
250,1,1,1,0,1668.0,3890.0,201.0,360.0,1.0,0,7.419979923661835,8.266421472984554,5.308267697401205,0,0,0.5583333333333333,0,0,0,1,0
251,0,0,0,0,3427.0,0.0,138.0,360.0,1.0,0,8.13973227971767,0.0,4.9344739331306915,0,0,0.38333333333333336,0,1,0,0,1
252,1,0,1,1,2583.0,2167.0,104.0,360.0,1.0,1,7.857093864902493,7.681560362559537,4.653960350157523,0,0,0.28888888888888886,0,0,0,0,0
253,1,1,1,0,2661.0,2297.25,164.75,180.0,1.0,1,7.886832998955057,8.868131713503033,5.634789603169249,0,0,1.55,1,0,0,1,0
254,1,0,0,1,16250.0,0.0,192.0,360.0,1.0,0,9.69590972432601,0.0,5.262690188904886,0,0,0.5333333333333333,0,0,0,0,1
255,0,0,0,0,3083.0,0.0,255.0,360.0,1.0,1,8.03398273468322,0.0,5.545177444479562,0,0,0.7083333333333334,0,0,1,0,0
256,1,0,1,0,6045.0,0.0,115.0,360.0,1.0,0,8.707152175339404,0.0,4.7535901911063645,0,0,0.3194444444444444,0,0,0,0,0
257,1,1,0,0,5250.0,0.0,94.0,360.0,1.0,0,8.566173813637858,0.0,4.553876891600541,0,0,0.2611111111111111,0,0,1,0,1
258,1,1,0,0,14683.0,2100.0,164.75,360.0,1.0,0,9.594513744616725,7.650168700845001,5.720311776607412,0,0,0.8444444444444444,0,0,0,0,0
259,1,1,1,0,4931.0,0.0,128.0,360.0,1.0,0,8.503499864284235,0.0,4.859812404361672,0,0,0.35555555555555557,0,0,1,1,0
260,1,1,0,0,6083.0,4250.0,164.75,360.0,1.0,1,8.713417653379183,8.35490952835879,5.802118375377063,0,0,0.9166666666666666,1,0,0,0,1
261,1,0,0,0,2060.0,2209.0,134.0,360.0,1.0,1,7.630946580890459,7.700747794511798,4.90527477843843,0,0,0.37222222222222223,0,0,0,1,0
262,0,0,0,0,3481.0,0.0,155.0,36.0,1.0,0,8.155362120328135,0.0,5.049856007249537,0,0,4.305555555555555,1,0,0,1,0
263,0,0,0,0,7200.0,0.0,120.0,360.0,1.0,1,8.881975184248867,0.0,4.795790545596741,0,0,0.3333333333333333,0,0,0,0,0
264,1,0,0,1,5166.0,0.0,128.0,360.0,1.0,1,8.550047528287184,0.0,4.859812404361672,0,0,0.35555555555555557,0,0,0,1,0
265,1,0,0,0,4095.0,3447.0,151.0,360.0,1.0,1,8.317766166719343,8.145549631783584,5.0238805208462765,0,0,0.41944444444444445,0,0,0,0,0
266,1,1,0,0,4708.0,1387.0,150.0,360.0,1.0,1,8.457230850243555,7.23561914106675,5.017279836814924,0,0,0.4166666666666667,0,1,0,1,0
267,1,1,0,0,4333.0,1811.0,160.0,360.0,1.0,1,8.374246182096304,7.502186486602925,5.081404364984463,0,0,0.4444444444444444,0,0,1,0,1
268,0,0,0,0,3418.0,0.0,135.0,360.0,1.0,0,8.137103389639302,0.0,4.912654885736052,0,0,0.375,0,0,0,0,0
269,0,0,0,0,2876.0,1560.0,90.0,360.0,1.0,1,7.964503363551548,7.353081920515432,4.51085950651685,0,0,0.25,1,0,0,0,1
270,0,0,0,0,3237.0,0.0,30.0,360.0,1.0,1,8.08271113423758,0.0,3.4339872044851463,0,0,0.08333333333333333,0,0,0,0,1
271,1,1,0,0,11146.0,0.0,136.0,360.0,1.0,1,9.318925682389624,0.0,4.919980925828125,0,0,0.37777777777777777,0,0,0,0,1
272,1,0,0,0,2833.0,1857.0,126.0,360.0,1.0,1,7.949444420250626,7.527255919373784,4.844187086458591,0,0,0.35,0,0,0,0,0
273,1,1,0,0,2620.0,2223.0,150.0,360.0,1.0,1,7.8713112033234065,7.707062655370473,5.017279836814924,0,0,0.4166666666666667,0,0,0,1,0
274,1,1,0,0,3900.0,0.0,90.0,360.0,1.0,1,8.268988209506656,0.0,4.51085950651685,0,0,0.25,0,1,0,1,0
275,1,1,0,0,2750.0,1842.0,115.0,360.0,1.0,1,7.919719760924575,7.519149957669823,4.7535901911063645,0,0,0.3194444444444444,1,0,0,1,0
276,1,1,0,0,3993.0,3274.0,207.0,360.0,1.0,1,8.29254851397576,8.094073148069352,5.337538079701318,0,0,0.575,0,0,0,1,0
277,1,1,0,0,3103.0,1300.0,80.0,360.0,1.0,1,8.04044688130311,7.170888478512505,4.394449154672439,0,0,0.2222222222222222,0,0,0,0,1
278,1,1,0,0,14583.0,0.0,164.75,360.0,1.0,1,9.5876803163585,0.0,6.07993319509559,0,0,1.211111111111111,0,0,0,1,0
279,0,1,1,0,4100.0,0.0,124.0,360.0,1.0,1,8.31898612539206,0.0,4.8283137373023015,0,0,0.34444444444444444,0,0,0,0,0
280,1,0,1,1,4053.0,2426.0,158.0,360.0,1.0,0,8.307459327011946,7.794411205726601,5.0689042022202315,0,0,0.4388888888888889,1,0,0,0,1
281,1,1,0,0,3927.0,800.0,112.0,360.0,1.0,1,8.275885669474356,6.68586094706836,4.727387818712341,0,0,0.3111111111111111,0,0,0,1,0
282,1,1,0,0,2301.0,985.8,78.0,180.0,1.0,1,7.741533589281828,6.894467384655202,4.3694478524670215,0,0,0.43333333333333335,0,1,0,0,1
283,0,0,0,0,1811.0,1666.0,54.0,360.0,1.0,1,7.502186486602925,7.418780882750794,4.007333185232471,0,0,0.15,0,0,0,0,1
284,1,1,0,0,20667.0,0.0,146.41216216216216,360.0,1.0,0,9.936341889407075,0.0,4.9932324876279095,0,0,0.40670045045045045,0,0,0,0,0
285,1,0,0,0,3158.0,3053.0,89.0,360.0,1.0,1,8.058010800802085,8.024207485778577,4.499809670330265,0,0,0.24722222222222223,0,0,0,0,0
286,0,0,0,1,2600.0,1717.0,99.0,300.0,1.0,0,7.8636512654486515,7.4489161025442,4.605170185988092,0,0,0.33,0,0,0,1,0
287,1,1,0,0,3704.0,2000.0,120.0,360.0,1.0,1,8.217438537730187,7.601402334583733,4.795790545596741,0,0,0.3333333333333333,0,0,0,0,0
288,0,0,0,0,4124.0,0.0,115.0,360.0,1.0,1,8.324821298768782,0.0,4.7535901911063645,0,0,0.3194444444444444,0,0,0,1,0
289,1,0,0,0,9508.0,0.0,187.0,360.0,1.0,1,9.159993997539445,0.0,5.236441962829949,0,0,0.5194444444444445,0,0,0,0,0
290,1,1,0,0,3075.0,2416.0,139.0,360.0,1.0,1,8.031385330625534,7.790282380703483,4.941642422609304,0,0,0.3861111111111111,0,0,0,0,0
291,1,1,0,0,4400.0,0.0,127.0,360.0,1.0,0,8.38958706681109,0.0,4.852030263919617,0,0,0.3527777777777778,0,1,0,1,0
292,1,1,0,0,3153.0,1560.0,134.0,360.0,1.0,1,8.056426767522984,7.353081920515432,4.90527477843843,0,0,0.37222222222222223,0,1,0,0,1
293,0,0,0,0,5417.0,0.0,143.0,480.0,1.0,0,8.59748202264504,0.0,4.969813299576001,0,0,0.29791666666666666,0,0,0,0,1
294,1,1,0,0,2383.0,3334.0,172.0,360.0,1.0,1,7.776535028185241,8.112227958349724,5.153291594497779,0,0,0.4777777777777778,0,0,0,1,0
295,1,1,0,0,4416.0,1250.0,110.0,360.0,1.0,1,8.393216011596527,7.1316985104669115,4.709530201312334,0,0,0.3055555555555556,0,0,1,0,1
296,1,1,0,0,6875.0,0.0,200.0,360.0,1.0,1,8.83579236650274,0.0,5.303304908059076,0,0,0.5555555555555556,1,0,0,1,0
297,0,1,0,0,4666.0,0.0,135.0,360.0,1.0,1,8.448271745949816,0.0,4.912654885736052,0,0,0.375,1,0,0,0,1
298,0,0,0,0,5000.0,2541.0,151.0,480.0,1.0,0,8.517393171418904,7.8407064517494,5.0238805208462765,0,0,0.3145833333333333,0,0,0,0,0
299,1,1,0,0,2014.0,2925.0,113.0,360.0,1.0,0,7.608374474380783,7.98139158158007,4.736198448394496,0,0,0.3138888888888889,1,0,0,0,1
300,1,1,1,0,1800.0,2934.0,93.0,360.0,1.0,0,7.496097345175956,7.984462732262196,4.543294782270004,0,0,0.25833333333333336,0,0,0,0,1
301,1,1,1,0,2875.0,1750.0,105.0,360.0,1.0,1,7.964155718840937,7.467942332285852,4.663439094112067,0,0,0.2916666666666667,0,0,0,1,0
302,0,0,0,0,5000.0,0.0,132.0,360.0,1.0,1,8.517393171418904,0.0,4.890349128221754,0,0,0.36666666666666664,0,0,0,0,0
303,1,1,0,0,1625.0,1803.0,96.0,360.0,1.0,1,7.3938782901077555,7.4977617006225685,4.574710978503383,0,0,0.26666666666666666,1,0,0,0,1
304,1,0,0,0,4000.0,2500.0,140.0,360.0,1.0,1,8.294299608857235,7.824445930877619,4.948759890378168,0,0,0.3888888888888889,0,0,0,0,0
305,1,0,1,0,2000.0,0.0,146.41216216216216,360.0,1.0,0,7.601402334583733,0.0,4.9932324876279095,0,0,0.40670045045045045,0,0,0,0,1
306,0,0,0,0,3762.0,1666.0,135.0,360.0,1.0,1,8.232971790593437,7.418780882750794,4.912654885736052,0,0,0.375,0,0,0,0,0
307,0,0,0,0,2400.0,1863.0,104.0,360.0,1.0,0,7.783640596221253,7.530479995245536,4.653960350157523,0,0,0.28888888888888886,0,0,0,0,1
308,1,0,0,0,20233.0,0.0,164.75,360.0,1.0,0,9.915119636765835,0.0,6.175867270105761,0,0,1.3333333333333333,0,0,0,0,0
309,1,1,1,0,7667.0,0.0,185.0,360.0,1.0,1,8.944811104165534,0.0,5.225746673713202,0,0,0.5138888888888888,0,1,0,0,0
310,0,0,0,0,2917.0,0.0,84.0,360.0,1.0,1,7.978653729082731,0.0,4.442651256490317,0,0,0.23333333333333334,0,0,0,1,0
311,1,0,1,0,2927.0,2405.0,111.0,360.0,1.0,1,7.982074875081202,7.785720896534624,4.718498871295094,0,0,0.30833333333333335,0,0,0,1,0
312,0,0,0,0,2507.0,0.0,56.0,360.0,1.0,1,7.827240901752812,0.0,4.04305126783455,0,0,0.15555555555555556,0,0,0,0,0
313,1,1,0,1,5746.0,0.0,144.0,84.0,1.0,1,8.656433258507741,0.0,4.976733742420574,0,0,1.7142857142857142,0,1,0,0,0
314,1,1,0,0,2473.0,1843.0,159.0,360.0,1.0,0,7.813591552952433,7.519692404116539,5.075173815233827,0,0,0.44166666666666665,0,0,0,0,0
315,1,1,1,0,3399.0,1640.0,111.0,180.0,1.0,1,8.131530710604252,7.403061091090091,4.718498871295094,0,0,0.6166666666666667,1,0,0,0,1
316,1,1,0,0,3717.0,0.0,120.0,360.0,1.0,1,8.220941168281389,0.0,4.795790545596741,0,0,0.3333333333333333,0,1,0,1,0
317,1,1,0,0,2058.0,2134.0,88.0,360.0,1.0,1,7.629975707027789,7.666221925662725,4.48863636973214,0,0,0.24444444444444444,0,0,0,0,1
318,0,0,0,0,3541.0,0.0,112.0,360.0,1.0,1,8.17244681834278,0.0,4.727387818712341,0,0,0.3111111111111111,1,0,0,1,0
319,1,1,0,1,10000.0,0.0,155.0,360.0,1.0,0,9.210440366976517,0.0,5.049856007249537,0,0,0.4305555555555556,1,0,0,0,0
320,1,1,0,0,2400.0,2167.0,115.0,360.0,1.0,1,7.783640596221253,7.681560362559537,4.7535901911063645,0,0,0.3194444444444444,0,0,0,1,0
321,1,1,0,0,4342.0,189.0,124.0,360.0,1.0,1,8.376320632534823,5.247024072160486,4.8283137373023015,0,0,0.34444444444444444,0,0,1,1,0
322,1,1,1,0,3601.0,1590.0,146.41216216216216,360.0,1.0,1,8.189244525735901,7.372118028337787,4.9932324876279095,0,0,0.40670045045045045,0,1,0,0,0
323,0,0,0,0,3166.0,2985.0,132.0,360.0,1.0,1,8.06054004653864,8.001689978099135,4.890349128221754,0,0,0.36666666666666664,0,0,0,0,0
324,1,1,0,0,15000.0,0.0,164.75,360.0,1.0,1,9.61587214452889,0.0,5.707110264748875,0,0,0.8333333333333334,0,0,1,0,0
325,1,1,0,1,8666.0,4983.0,164.75,360.0,1.0,0,9.067277989134345,8.51398806046729,5.932245187448011,0,0,1.0444444444444445,1,0,0,0,0
326,1,0,0,0,4917.0,0.0,130.0,360.0,1.0,1,8.500657222776137,0.0,4.875197323201151,0,0,0.3611111111111111,0,0,0,0,0
327,1,1,0,1,5818.0,2160.0,184.0,360.0,1.0,1,8.66888370465667,7.6783263565068856,5.220355825078325,0,0,0.5111111111111111,0,0,0,1,0
328,0,1,0,0,4333.0,2451.0,110.0,360.0,1.0,0,8.374246182096304,7.804659297056102,4.709530201312334,0,0,0.3055555555555556,0,0,0,0,1
329,0,0,0,0,2500.0,0.0,67.0,360.0,1.0,1,7.824445930877619,0.0,4.219507705176107,0,0,0.18611111111111112,0,0,0,0,1
330,1,0,0,0,4384.0,1793.0,117.0,360.0,1.0,1,8.385944904806284,7.492203042618741,4.770684624465665,0,0,0.325,1,0,0,0,1
331,1,0,0,0,2935.0,0.0,98.0,360.0,1.0,1,7.984803389734406,0.0,4.59511985013459,0,0,0.2722222222222222,0,0,0,1,0
332,1,0,0,0,2833.0,0.0,71.0,360.0,1.0,1,7.949444420250626,0.0,4.276666119016055,0,0,0.19722222222222222,0,0,0,0,1
333,1,1,0,0,63337.0,0.0,164.75,180.0,1.0,1,11.056240743970491,0.0,6.19644412779452,0,0,2.7222222222222223,0,0,0,0,1
334,1,1,0,1,9833.0,1833.0,182.0,180.0,1.0,1,9.193601047971885,7.51425465281641,5.209486152841421,0,0,1.011111111111111,1,0,0,0,1
335,1,1,0,1,5503.0,4490.0,70.0,342.0,1.0,1,8.61323037961318,8.409830673087738,4.2626798770413155,0,0,0.2046783625730994,0,0,0,1,0
336,1,1,0,0,5250.0,688.0,160.0,360.0,1.0,1,8.566173813637858,6.535241271013659,5.081404364984463,0,0,0.4444444444444444,1,0,0,0,0
337,1,1,0,1,2500.0,4600.0,176.0,360.0,1.0,1,7.824445930877619,8.434028950155469,5.176149732573829,0,0,0.4888888888888889,0,1,0,0,0
338,0,0,1,0,1830.0,0.0,146.41216216216216,360.0,1.0,0,7.5126175446745105,0.0,4.9932324876279095,0,0,0.40670045045045045,0,0,1,0,1
339,0,0,0,0,4160.0,0.0,71.0,360.0,1.0,1,8.333510708982942,0.0,4.276666119016055,0,0,0.19722222222222222,0,0,0,1,0
340,1,1,1,0,2647.0,1587.0,173.0,360.0,1.0,0,7.881559917056899,7.370230641807081,5.159055299214529,0,0,0.48055555555555557,0,0,1,0,0
341,0,0,0,0,2378.0,0.0,46.0,360.0,1.0,0,7.774435510302958,0.0,3.8501476017100584,0,0,0.12777777777777777,0,0,0,0,0
342,1,1,1,0,4554.0,1229.0,158.0,360.0,1.0,1,8.423980809694058,7.114769448366463,5.0689042022202315,0,0,0.4388888888888889,1,0,0,0,1
343,1,1,1,0,3173.0,0.0,74.0,360.0,1.0,1,8.062747901086354,0.0,4.31748811353631,0,0,0.20555555555555555,0,0,1,1,0
344,1,1,0,0,2583.0,2330.0,125.0,360.0,1.0,1,7.857093864902493,7.754052639035757,4.836281906951478,0,0,0.3472222222222222,0,1,0,0,0
345,1,1,0,0,2499.0,2458.0,160.0,360.0,1.0,1,7.824046010856292,7.807510042216193,5.081404364984463,0,0,0.4444444444444444,0,0,0,1,0
346,1,1,1,0,3523.0,3230.0,152.0,360.0,1.0,0,8.16735198705607,8.080546965824498,5.030437921392435,0,0,0.4222222222222222,0,0,0,0,0
347,1,1,1,0,3083.0,2168.0,126.0,360.0,1.0,1,8.03398273468322,7.682021510826875,4.844187086458591,0,0,0.35,0,1,0,0,1
348,1,1,0,0,6333.0,4583.0,259.0,360.0,1.0,1,8.753687227098585,8.430327258394575,5.560681631015528,0,0,0.7194444444444444,0,0,0,1,0
349,1,1,0,0,2625.0,2297.25,187.0,360.0,1.0,1,7.873217054862741,8.740496729931813,5.236441962829949,0,0,0.5194444444444445,0,0,0,0,0
